,INCIDENT_KEY,PERP_ID,PERP_AGE_GROUP,PERP_SEX,PERP_RACE
13505,65197401,65197401-17424,Unknown,Male,Black
13506,65245691,65245691-17435,<18,Male,Black
13507,65403296,65403296-18184,25-44,Male,Black
13508,65430323,65430323-24906,18-24,Male,Black
13509,65443947,65443947-17459,Unknown,Unknown,Unknown
13510,65907092,65907092-17520,Unknown,Unknown,Unknown
13511,65953625,65953625-17525,Unknown,Unknown,Unknown
13512,66017110,66017110-17541,45-64,Male,Black
13513,66017111,66017111-17542,Unknown,Unknown,Unknown
13514,66017112,66017112-17543,18-24,Male,White Hispanic
13515,66170349,66170349-17709,18-24,Male,Black Hispanic
13516,66170349,66170349-17840,18-24,Male,Black
13517,66217186,66217186-17593,Unknown,Unknown,Unknown
13518,66350498,66350498-17611,Unknown,Unknown,Unknown
13519,66630083,66630083-17632,Unknown,Unknown,Unknown
13520,66984616,66984616-17776,18-24,Male,Black
13521,66984616,66984616-17821,18-24,Male,Black
13522,67359110,67359110-17755,Unknown,Unknown,Unknown
13523,67692447,67692447-17794,Unknown,Unknown,Unknown
13524,67718603,67718603-17795,Unknown,Unknown,Unknown
13525,67795518,67795518-17830,Unknown,Unknown,Unknown
13526,67825121,67825121-17818,Unknown,Male,Black
13527,67895117,67895117-17832,18-24,Male,Black
13528,67895117,67895117-17855,18-24,Male,Black
13529,67895117,67895117-17856,18-24,Male,Black
13530,67895117,67895117-17857,18-24,Male,Black
13531,67895117,67895117-17858,<18,Male,Black
13532,67926709,67926709-17843,Unknown,Unknown,Unknown
13533,67993064,67993064-17849,<18,Male,Black
13534,68080318,68080318-17873,Unknown,Unknown,Unknown
13535,68109557,68109557-17866,Unknown,Unknown,Unknown
13536,68250790,68250790-17894,Unknown,Unknown,Unknown
13537,69045874,69045874-17977,Unknown,Unknown,Unknown
13538,69165725,69165725-24922,18-24,Male,Black
13539,69453403,69453403-18039,25-44,Male,Black
13540,69729913,69729913-18520,18-24,Male,Black
13541,69729913,69729913-18521,25-44,Male,Black
13542,69764232,69764232-18074,18-24,Male,Black
13543,69942807,69942807-18106,Unknown,Male,Black
13544,69966130,69966130-18113,Unknown,Unknown,Unknown
13545,70874155,70874155-18136,25-44,Male,White Hispanic
13546,71115311,71115311-18188,Unknown,Unknown,Unknown
13547,71152635,71152635-18196,Unknown,Male,Black
13548,71258746,71258746-18213,Unknown,Male,Black
13549,71258746,71258746-18214,Unknown,Male,Black
13550,71325495,71325495-18226,<18,Male,White Hispanic
13551,71432863,71432863-18251,25-44,Male,White Hispanic
13552,71454850,71454850-18273,Unknown,Male,Black
13553,71644358,71644358-18469,25-44,Male,Black
13554,71644361,71644361-19835,18-24,Male,Black
13555,71644361,71644361-19836,18-24,Male,Black
13556,71701593,71701593-18415,25-44,Male,Asian / Pacific Islander
13557,71825654,71825654-18363,25-44,Male,Black
13558,71836064,71836064-18382,18-24,Male,Black
13559,71836064,71836064-18420,18-24,Male,Black
13560,71964846,71964846-18467,25-44,Male,Black
13561,71997656,71997656-18417,Unknown,Male,Black Hispanic
13562,72042976,72042976-18446,Unknown,Male,Black
13563,72058235,72058235-18447,18-24,Male,White Hispanic
13564,72058235,72058235-18448,18-24,Male,Black
13565,72058236,72058236-22519,18-24,Male,Black
13566,72069765,72069765-18427,Unknown,Unknown,Unknown
13567,72155701,72155701-18452,18-24,Male,Black
13568,72371102,72371102-18526,<18,Male,Black
13569,72744252,72744252-18850,25-44,Male,White Hispanic
13570,72839717,72839717-18677,18-24,Male,Black
13571,72939619,72939619-18689,25-44,Male,Black Hispanic
13572,72939622,72939622-18692,18-24,Male,Black
13573,72939622,72939622-18693,18-24,Male,Black
13574,72939622,72939622-18897,<18,Male,Black
13575,73003810,73003810-18704,18-24,Male,Black Hispanic
13576,73064786,73064786-18744,18-24,Male,White Hispanic
13577,73220802,73220802-18745,<18,Male,White Hispanic
13578,73325408,73325408-18962,<18,Male,Black
13579,73405393,73405393-18801,Unknown,Unknown,Unknown
13580,73405769,73405769-18837,Unknown,Unknown,Unknown
13581,73434155,73434155-18823,25-44,Male,Black
13582,73540600,73540600-18857,Unknown,Unknown,Unknown
13583,73583032,73583032-18870,18-24,Male,Black
13584,73726556,73726556-19317,25-44,Male,Black
13585,73921217,73921217-18983,18-24,Male,Black
13586,74001056,74001056-18994,Unknown,Male,Black
13587,74148454,74148454-19043,18-24,Male,Black
13588,74328806,74328806-19098,25-44,Male,Black
13589,74328806,74328806-19099,Unknown,Male,Black
13590,74445743,74445743-19140,25-44,Male,Black
13591,74550980,74550980-19175,25-44,Male,Black
13592,74560110,74560110-19180,18-24,Male,White Hispanic
13593,74664983,74664983-19207,Unknown,Male,Unknown
13594,74666850,74666850-19209,Unknown,Male,Black
13595,74666850,74666850-19210,Unknown,Male,Black
13596,74759369,74759369-19248,25-44,Male,White
13597,74895035,74895035-19282,<18,Male,Black
13598,74904553,74904553-19286,18-24,Male,Black
13599,74962970,74962970-19304,25-44,Male,Black
13600,74962970,74962970-19739,18-24,Male,Black
13601,75234024,75234024-19401,18-24,Male,Black
13602,75330408,75330408-19411,18-24,Female,Black
13603,75330408,75330408-19412,18-24,Male,Black
13604,75330408,75330408-19413,<18,Male,Black
13605,75345276,75345276-19432,Unknown,Male,Unknown
13606,75345276,75345276-19433,Unknown,Male,Unknown
13607,75477411,75477411-19455,Unknown,Male,Unknown
13608,75514615,75514615-19487,18-24,Male,Black
13609,75538352,75538352-19518,18-24,Male,White Hispanic
13610,75538563,75538563-19463,Unknown,Unknown,Unknown
13611,75584977,75584977-19472,<18,Male,Black
13612,75647143,75647143-19515,45-64,Male,Black Hispanic
13613,75647143,75647143-19516,25-44,Male,Black
13614,75673234,75673234-19490,Unknown,Male,White Hispanic
13615,76564805,76564805-19741,25-44,Male,Black
13616,76711341,76711341-19620,<18,Male,Black
13617,76786753,76786753-19635,Unknown,Unknown,Unknown
13618,76864987,76864987-19678,25-44,Male,Black
13619,76864987,76864987-19679,18-24,Male,Black
13620,76874352,76874352-19668,18-24,Male,Black
13621,76874352,76874352-19750,Unknown,Male,Black
13622,77019165,77019165-19694,25-44,Male,Black
13623,77034456,77034456-20872,18-24,Male,Black
13624,77246152,77246152-19745,<18,Male,Black
13625,77346305,77346305-19778,18-24,Male,Black Hispanic
13626,77469216,77469216-19807,25-44,Male,Black
13627,77584481,77584481-20345,25-44,Male,Black Hispanic
13628,77948170,77948170-19911,Unknown,Unknown,Unknown
13629,78130348,78130348-19936,<18,Male,Black Hispanic
13630,78139664,78139664-19969,25-44,Male,White Hispanic
13631,78148020,78148020-20218,18-24,Male,Black
13632,78313026,78313026-19986,18-24,Male,Black
13633,78452335,78452335-20015,18-24,Male,Black Hispanic
13634,78577020,78577020-20048,<18,Male,Black
13635,78577020,78577020-20049,18-24,Male,Black
13636,78638633,78638633-20063,Unknown,Male,Unknown
13637,78638633,78638633-20064,Unknown,Male,Unknown
13638,78638633,78638633-20065,Unknown,Female,Unknown
13639,78859474,78859474-20115,Unknown,Male,Black
13640,78859476,78859476-20117,Unknown,Male,Black
13641,78877237,78877237-20126,<18,Male,Black
13642,78877237,78877237-20127,<18,Male,Black
13643,79034821,79034821-20159,25-44,Male,Black
13644,79034822,79034822-20160,25-44,Male,Black
13645,79093080,79093080-20169,18-24,Male,Black
13646,79114905,79114905-20170,<18,Male,White Hispanic
13647,79114905,79114905-20172,<18,Male,White Hispanic
13648,79369560,79369560-20257,<18,Male,Black
13649,79719092,79719092-27349,25-44,Male,Black
13650,79853892,79853892-20374,25-44,Female,Black
13651,79853894,79853894-20598,25-44,Male,White Hispanic
13652,79853895,79853895-20415,25-44,Male,Black
13653,80037072,80037072-20529,25-44,Male,Black
13654,80100822,80100822-20553,18-24,Male,Black
13655,80559016,80559016-20631,18-24,Male,Black
13656,80559016,80559016-20632,Unknown,Male,Black
13657,80559016,80559016-20700,18-24,Male,Black
13658,80572285,80572285-20789,25-44,Male,Black
13659,80600110,80600110-20670,45-64,Male,Black
13660,80667641,80667641-20691,18-24,Male,Black Hispanic
13661,80667641,80667641-20692,18-24,Male,Black Hispanic
13662,80667641,80667641-20693,18-24,Male,Black Hispanic
13663,80667641,80667641-20694,<18,Male,Black Hispanic
13664,80667641,80667641-20704,18-24,Male,Black Hispanic
13665,80799302,80799302-20725,Unknown,Unknown,Unknown
13666,80882603,80882603-20766,18-24,Male,Black Hispanic
13667,80990271,80990271-20799,18-24,Male,Black
13668,81042175,81042175-20813,18-24,Male,Asian / Pacific Islander
13669,81138894,81138894-20962,25-44,Male,Black
13670,81286092,81286092-20873,<18,Male,Black
13671,81308610,81308610-20889,18-24,Male,White Hispanic
13672,81308610,81308610-20890,18-24,Male,White Hispanic
13673,81308610,81308610-20896,<18,Male,White Hispanic
13674,81328637,81328637-20932,25-44,Male,Black
13675,81610457,81610457-20955,<18,Male,Black
13676,81610457,81610457-20956,<18,Male,Black Hispanic
13677,81619753,81619753-21083,<18,Male,Black
13678,82027582,82027582-21034,45-64,Male,White
13679,82058169,82058169-21045,25-44,Male,White Hispanic
13680,82090979,82090979-21282,18-24,Male,Black
13681,82140942,82140942-21058,25-44,Male,Black
13682,82485719,82485719-21157,18-24,Female,Black Hispanic
13683,82485719,82485719-21158,18-24,Male,Black Hispanic
13684,82485719,82485719-21159,18-24,Male,Black
13685,82517243,82517243-21431,18-24,Male,Black Hispanic
13686,82821460,82821460-21210,<18,Male,White Hispanic
13687,82821460,82821460-21211,18-24,Male,Black
13688,82821460,82821460-21518,18-24,Male,Black
13689,83064594,83064594-22073,<18,Male,Black
13690,83141833,83141833-21279,45-64,Male,Black
13691,83656582,83656582-21405,18-24,Male,Black
13692,83656582,83656582-21406,25-44,Male,Black
13693,84205616,84205616-21469,18-24,Male,Black
13694,84205616,84205616-21512,<18,Male,Black
13695,84255208,84255208-21480,18-24,Male,Black Hispanic
13696,84452516,84452516-22139,25-44,Male,Black
13697,84452517,84452517-21520,18-24,Male,Black
13698,84829164,84829164-21593,25-44,Male,Black
13699,85040124,85040124-21685,25-44,Male,White Hispanic
13700,85040124,85040124-21785,18-24,Male,White Hispanic
13701,85170715,85170715-22556,18-24,Male,Black
13702,85326196,85326196-21781,<18,Male,Black
13703,85643658,85643658-22075,18-24,Male,Black
13704,85705048,85705048-21783,<18,Male,Black
13705,85854720,85854720-21826,25-44,Male,Black
13706,85977416,85977416-22689,25-44,Male,White Hispanic
13707,85992747,85992747-23131,25-44,Male,Black
13708,85992747,85992747-23132,25-44,Male,Black
13709,86046520,86046520-21899,25-44,Male,Black
13710,86067428,86067428-22476,45-64,Male,White
13711,86324803,86324803-1,25-44,Male,Black
13712,86415277,86415277-22176,18-24,Male,Black
13713,86415277,86415277-22213,<18,Male,Black
13714,86437261,86437261-21965,25-44,Male,Black
13715,86626274,86626274-21991,18-24,Male,Black
13716,87052744,87052744-22424,25-44,Male,Black
13717,87068315,87068315-22146,18-24,Male,Black
13718,87213449,87213449-22106,25-44,Male,Black
13719,87215149,87215149-22156,18-24,Male,Black
13720,87640228,87640228-22207,18-24,Male,Black
13721,87640228,87640228-22208,<18,Male,Black
13722,87640228,87640228-22209,18-24,Male,Black
13723,87804363,87804363-22429,25-44,Male,Black
13724,87915624,87915624-22487,18-24,Male,Black
13725,88037030,88037030-22263,18-24,Male,White Hispanic
13726,88254246,88254246-22311,25-44,Male,White Hispanic
13727,88254246,88254246-22312,18-24,Male,Black Hispanic
13728,88842773,88842773-22578,18-24,Male,Black
13729,88890624,88890624-22423,18-24,Male,Black Hispanic
13730,88890624,88890624-22425,25-44,Male,White Hispanic
13731,88890624,88890624-22426,25-44,Male,Black Hispanic
13732,88912697,88912697-22439,25-44,Male,Black
13733,89024536,89024536-22445,25-44,Male,Black
13734,89047360,89047360-22493,18-24,Male,Black
13735,89514645,89514645-1,25-44,Male,White Hispanic
13736,89514645,89514645-2,25-44,Male,White Hispanic
13737,89514645,89514645-3,25-44,Male,White Hispanic
13738,89514645,89514645-22527,25-44,Male,Black Hispanic
13739,89514645,89514645-22528,25-44,Male,White Hispanic
13740,89514645,89514645-22529,18-24,Male,Black
13741,89514645,89514645-22531,25-44,Male,White Hispanic
13742,90212418,90212418-22643,25-44,Male,Black
13743,90243746,90243746-22630,25-44,Male,Black
13744,90905822,90905822-24107,18-24,Male,White Hispanic
13745,90905822,90905822-24108,18-24,Male,Black
13746,91329397,91329397-22787,25-44,Male,White
13747,91404976,91404976-22810,18-24,Male,Black
13748,91551821,91551821-22816,18-24,Male,Black
13749,91551821,91551821-22817,18-24,Male,Black
13750,91551821,91551821-22818,18-24,Male,Black
13751,91612687,91612687-24647,25-44,Male,Black
13752,91727927,91727927-22839,18-24,Male,Black
13753,91728834,91728834-22840,<18,Male,Black
13754,91852604,91852604-22862,18-24,Male,White Hispanic
13755,92417482,92417482-22951,Unknown,Unknown,Unknown
13756,92500638,92500638-23007,25-44,Male,Black
13757,92821503,92821503-23206,18-24,Male,Black
13758,92827424,92827424-23034,<18,Male,Black
13759,93031135,93031135-23056,18-24,Male,White Hispanic
13760,93164826,93164826-23078,18-24,Male,Black
13761,93645906,93645906-23310,18-24,Male,Black
13762,93726280,93726280-23204,18-24,Male,Black
13763,93804399,93804399-23172,25-44,Male,Black
13764,94267635,94267635-23268,25-44,Male,Black
13765,94522792,94522792-23604,25-44,Male,Black
13766,94549156,94549156-23334,25-44,Male,Black
13767,94549156,94549156-23335,25-44,Male,Black
13768,94814972,94814972-23355,Unknown,Unknown,Unknown
13769,94977263,94977263-23386,18-24,Male,Black
13770,95318078,95318078-23447,18-24,Male,Black
13771,95364609,95364609-23431,<18,Male,White Hispanic
13772,95504867,95504867-23483,18-24,Male,Black
13773,109355509,109355509-23482,18-24,Male,Black
13774,109520786,109520786-23653,<18,Male,Black
13775,109564527,109564527-23581,18-24,Male,Black
13776,109583823,109583823-23533,18-24,Male,Black Hispanic
13777,136393518,136393518-23542,<18,Male,White Hispanic
13778,136687485,136687485-23619,25-44,Male,Black
13779,137123839,137123839-23666,18-24,Male,Black
13780,137354523,137354523-23694,18-24,Male,Black
13781,137354523,137354523-23709,18-24,Male,Black
13782,137354523,137354523-23710,18-24,Male,Black
13783,137354523,137354523-26277,18-24,Male,Black
13784,137417070,137417070-23861,18-24,Male,Black Hispanic
13785,138256210,138256210-23816,45-64,Male,White
13786,138344323,138344323-23850,18-24,Male,White Hispanic
13787,138344323,138344323-23911,18-24,Male,Black
13788,138373702,138373702-23885,18-24,Male,Black
13789,138482196,138482196-23869,18-24,Male,Black
13790,138646394,138646394-23908,18-24,Female,Black
13791,138817077,138817077-24180,25-44,Male,Black
13792,138857113,138857113-23940,18-24,Male,White Hispanic
13793,139003122,139003122-23967,25-44,Male,Black
13794,139135932,139135932-23991,18-24,Male,Black
13795,139136786,139136786-24119,25-44,Male,Black
13796,139381359,139381359-24009,18-24,Male,Black
13797,139506239,139506239-24083,25-44,Male,Black
13798,139654790,139654790-24052,18-24,Male,Black
13799,139654790,139654790-24053,18-24,Male,Black Hispanic
13800,139849528,139849528-24096,18-24,Male,Black
13801,140206560,140206560-24154,18-24,Male,Black
13802,140286502,140286502-24214,<18,Male,White Hispanic
13803,140838895,140838895-24286,18-24,Male,Black
13804,141042044,141042044-24311,25-44,Male,Black
13805,141078845,141078845-26051,25-44,Male,White Hispanic
13806,141245447,141245447-1,25-44,Male,Unknown
13807,141310963,141310963-24942,18-24,Male,Black
13808,141435891,141435891-24956,18-24,Male,Black
13809,141546442,141546442-24388,18-24,Male,Black
13810,141562036,141562036-25605,<18,Male,Black
13811,141562036,141562036-25606,18-24,Male,Black
13812,141562036,141562036-25607,18-24,Male,Black
13813,141562036,141562036-25608,18-24,Male,Black
13814,141562036,141562036-25609,18-24,Male,Black
13815,141562036,141562036-25610,18-24,Male,Black
13816,141562036,141562036-25611,18-24,Male,Black
13817,141562036,141562036-25612,18-24,Male,Black
13818,141562036,141562036-25613,18-24,Male,Black
13819,141562036,141562036-25614,18-24,Male,Black
13820,141562615,141562615-24950,<18,Female,White Hispanic
13821,141680564,141680564-24943,18-24,Male,Black
13822,141680564,141680564-24949,18-24,Male,Black
13823,141680564,141680564-26643,18-24,Male,Black
13824,141680565,141680565-24858,18-24,Male,Black
13825,141680565,141680565-24859,25-44,Male,Black
13826,141680565,141680565-24940,25-44,Female,Black
13827,141903738,141903738-25004,18-24,Male,Black
13828,142169533,142169533-25932,25-44,Male,Black
13829,142795072,142795072-24651,25-44,Male,Black
13830,142795072,142795072-25208,25-44,Male,Black
13831,142961420,142961420-24608,25-44,Male,White Hispanic
13832,143194094,143194094-24510,45-64,Male,Black
13833,143249419,143249419-24635,25-44,Male,Black
13834,143249419,143249419-24636,25-44,Male,Black
13835,143334354,143334354-24538,<18,Male,Black
13836,143415162,143415162-24533,18-24,Male,Black
13837,144240974,144240974-24900,18-24,Male,Black
13838,144425809,144425809-24639,25-44,Male,White Hispanic
13839,144427446,144427446-24626,25-44,Male,Black
13840,145097421,145097421-24700,25-44,Male,White Hispanic
13841,145594923,145594923-24877,25-44,Male,Black
13842,145778394,145778394-24780,25-44,Male,Black
13843,145872191,145872191-25193,25-44,Male,Black
13844,146477559,146477559-24971,18-24,Male,Black
13845,146659232,146659232-1,25-44,Male,Black
13846,146659232,146659232-2,25-44,Male,Black
13847,148436844,148436844-25142,25-44,Male,Black
13848,148705835,148705835-25237,18-24,Male,Black
13849,148712779,148712779-25141,25-44,Male,Black
13850,148865204,148865204-25106,25-44,Male,Black
13851,148865204,148865204-25117,25-44,Male,Black
13852,148922896,148922896-25134,18-24,Male,Black
13853,149231826,149231826-25144,25-44,Male,Black
13854,150544021,150544021-25214,25-44,Male,Black
13855,151729423,151729423-25330,25-44,Male,Black
13856,152007174,152007174-25342,18-24,Male,Black
13857,152007174,152007174-25370,18-24,Male,Black
13858,152662567,152662567-25662,25-44,Male,Black
13859,152876301,152876301-25409,25-44,Male,Black
13860,153710640,153710640-25464,25-44,Male,Black
13861,153710640,153710640-25465,18-24,Male,Black
13862,153724450,153724450-25643,25-44,Male,Black Hispanic
13863,153907002,153907002-25484,<18,Male,Black Hispanic
13864,154254813,154254813-25827,18-24,Male,Black
13865,154496698,154496698-25533,45-64,Male,White
13866,154584991,154584991-26576,18-24,Male,Black
13867,154584991,154584991-26577,18-24,Male,Black
13868,154584991,154584991-26591,18-24,Male,Black
13869,154584994,154584994-26574,18-24,Male,Black
13870,154584994,154584994-26575,18-24,Male,Black
13871,154584994,154584994-26588,18-24,Male,Black
13872,154584997,154584997-25627,18-24,Male,Black
13873,155169125,155169125-25576,<18,Male,Black
13874,155176039,155176039-25586,25-44,Male,White Hispanic
13875,155552966,155552966-26177,25-44,Male,Black
13876,155775754,155775754-25657,25-44,Male,Black
13877,155890467,155890467-1,18-24,Male,White Hispanic
13878,155987546,155987546-25681,25-44,Male,Black Hispanic
13879,156245998,156245998-25688,18-24,Male,White Hispanic
13880,156245998,156245998-25689,25-44,Male,Black Hispanic
13881,156430716,156430716-25751,25-44,Male,White Hispanic
13882,156521265,156521265-25995,25-44,Male,Black
13883,157235073,157235073-25789,45-64,Male,Black
13884,157269918,157269918-25804,25-44,Male,Black
13885,157587353,157587353-25831,18-24,Male,Black
13886,158128950,158128950-25888,25-44,Male,Black
13887,158767862,158767862-25985,25-44,Male,Black
13888,158832609,158832609-25991,25-44,Male,White Hispanic
13889,159324213,159324213-25978,45-64,Male,Black
13890,159524940,159524940-26043,18-24,Male,White Hispanic
13891,159681480,159681480-26072,25-44,Male,Black Hispanic
13892,160231031,160231031-26180,18-24,Male,Black
13893,160296909,160296909-26054,25-44,Male,White Hispanic
13894,160509026,160509026-26065,18-24,Male,Black
13895,161644001,161644001-26122,25-44,Male,Black
13896,161657603,161657603-26114,25-44,Male,Black
13897,161953596,161953596-26136,25-44,Male,Black
13898,162792029,162792029-26194,25-44,Male,White
13899,163025374,163025374-26239,18-24,Male,Black
13900,163178331,163178331-26216,25-44,Male,Black Hispanic
13901,163401572,163401572-26226,25-44,Male,Black
13902,164084001,164084001-26350,25-44,Male,Black
13903,164301441,164301441-26282,25-44,Male,Black
13904,164337368,164337368-26287,45-64,Male,Black
13905,165014942,165014942-26370,18-24,Male,White Hispanic
13906,165014942,165014942-26371,25-44,Male,White Hispanic
13907,165252468,165252468-26355,18-24,Male,Black
13908,165252468,165252468-26356,18-24,Male,White
13909,165252468,165252468-26357,18-24,Male,Black
13910,165653019,165653019-26385,18-24,Male,Black
13911,165653019,165653019-26386,18-24,Male,Black
13912,166152717,166152717-26461,18-24,Male,Black
13913,166352787,166352787-26434,25-44,Male,Black
13914,166352787,166352787-26516,25-44,Unknown,Unknown
13915,166966872,166966872-26513,45-64,Male,Black
13916,166966872,166966872-26514,45-64,Male,Black
13917,166966872,166966872-26561,45-64,Male,Black
13918,167710472,167710472-26545,18-24,Male,Black
13919,167960378,167960378-26562,18-24,Male,Black
13920,168152714,168152714-26593,18-24,Male,Black
13921,168152714,168152714-26594,18-24,Male,Black
13922,168306277,168306277-26595,18-24,Male,White Hispanic
13923,168306287,168306287-26572,18-24,Male,Black
13924,168757750,168757750-26618,25-44,Male,Asian / Pacific Islander
13925,168762133,168762133-26664,25-44,Male,White Hispanic
13926,169080197,169080197-26622,25-44,Male,Black
13927,169080197,169080197-26623,18-24,Female,Black Hispanic
13928,169080197,169080197-26625,25-44,Female,Black
13929,170073320,170073320-27293,18-24,Male,Black
13930,170435757,170435757-26878,25-44,Male,White Hispanic
13931,170436086,170436086-26762,18-24,Male,Black
13932,170873191,170873191-26811,25-44,Male,Black
13933,170873193,170873193-26798,18-24,Male,Black
13934,171692496,171692496-26809,18-24,Male,White Hispanic
13935,172750202,172750202-26885,25-44,Male,White Hispanic
13936,172915169,172915169-26867,25-44,Male,White Hispanic
13937,174146095,174146095-26933,18-24,Male,Black
13938,176173046,176173046-27031,25-44,Male,Black
13939,176380207,176380207-1,45-64,Male,Black
13940,178067387,178067387-27087,25-44,Male,White
13941,178067387,178067387-27088,25-44,Male,White
13942,178115696,178115696-27066,18-24,Male,Black
13943,178393484,178393484-27078,18-24,Male,Black
13944,178393484,178393484-27079,25-44,Male,Black
13945,178393484,178393484-27080,25-44,Male,Black
13946,178740661,178740661-27097,45-64,Male,White Hispanic
13947,183308090,183308090-27177,18-24,Male,Black
13948,183583892,183583892-1,18-24,Male,Black Hispanic
13949,184058460,184058460-27250,25-44,Male,Black
13950,184246882,184246882-27237,45-64,Male,Black
13951,184396809,184396809-27252,18-24,Male,Black Hispanic
13952,184630196,184630196-27258,25-44,Male,White Hispanic
13953,184779102,184779102-27275,25-44,Male,Black
13954,185760787,185760787-1,18-24,Male,Black
13955,185760787,185760787-2,18-24,Male,Black
13956,186047186,186047186-27356,25-44,Male,White Hispanic
13957,186092237,186092237-1,25-44,Male,Black
13958,186239403,186239403-27365,<18,Male,Black
13959,186329304,186329304-27368,25-44,Male,Black
13960,186329306,186329306-27373,25-44,Male,White Hispanic
13961,186514854,186514854-1,25-44,Male,Black
13962,186606271,186606271-1,18-24,Male,Asian / Pacific Islander
13963,187303214,187303214-1,18-24,Male,White Hispanic
13964,188024180,188024180-1,25-44,Male,Black
13965,188483689,188483689-1,25-44,Male,Black
13966,189311506,189311506-1,18-24,Male,Black
13967,189867542,189867542-1,25-44,Male,Black
13968,193462348,193462348-1,25-44,Male,Asian / Pacific Islander
13969,193694862,193694862-1,18-24,Male,Black
13970,195799804,195799804-1,25-44,Male,White Hispanic
13971,196145427,196145427-1,25-44,Male,Black
13972,196375777,196375777-1,25-44,Male,Black
13973,197655792,197655792-1,<18,Male,Unknown
13974,197660700,197660700-1,<18,Male,Black
13975,197953469,197953469-1,45-64,Male,White Hispanic
13976,198159773,198159773-1,25-44,Male,Black
13977,198255458,198255458-1,<18,Male,Black
13978,198760073,198760073-1,25-44,Male,Black Hispanic
13979,199134401,199134401-1,25-44,Male,White Hispanic
13980,199900181,199900181-1,18-24,Male,Black
13981,200365037,200365037-1,25-44,Male,White Hispanic
13982,200365037,200365037-2,25-44,Male,White Hispanic
13983,201141630,201141630-1,18-24,Male,White Hispanic
13984,204039257,204039257-1,25-44,Male,White Hispanic
13985,204338717,204338717-1,<18,Male,Black
13986,204434561,204434561-1,25-44,Female,Black
13987,204434561,204434561-2,25-44,Male,Black
13988,204434561,204434561-4,25-44,Female,Black
13989,205177554,205177554-1,25-44,Male,Black Hispanic
13990,205177554,205177554-2,45-64,Male,Black Hispanic
13991,206873686,206873686-1,25-44,Male,Black
13992,206931576,206931576-1,18-24,Male,Black
13993,206931576,206931576-2,18-24,Male,Black
13994,206931576,206931576-3,18-24,Male,Black
13995,206931576,206931576-4,18-24,Male,Black
13996,208437742,208437742-1,18-24,Male,Black Hispanic
13997,208899477,208899477-1,<18,Male,Black
13998,209098666,209098666-1,18-24,Male,Black Hispanic
13999,209747703,209747703-1,18-24,Male,Black
14000,209808543,209808543-1,25-44,Male,Black
14001,210707457,210707457-1,25-44,Male,Black Hispanic
14002,210707457,210707457-2,25-44,Male,White Hispanic
14003,210826747,210826747-1,18-24,Male,White Hispanic
14004,210826747,210826747-2,18-24,Male,Black Hispanic
14005,211066099,211066099-1,25-44,Male,Black
14006,211362503,211362503-1,18-24,Male,Black
14007,211362503,211362503-2,25-44,Male,Black
14008,211362503,211362503-3,<18,Male,Black
14009,211362503,211362503-4,25-44,Male,Black
14010,211671833,211671833-1,45-64,Male,White Hispanic
14011,212017047,212017047-1,18-24,Male,Black
14012,212132075,212132075-1,25-44,Male,Black
14013,212169711,212169711-1,25-44,Male,White Hispanic
14014,212169711,212169711-2,25-44,Male,Black Hispanic
14015,212169711,212169711-3,25-44,Male,White Hispanic
14016,212169711,212169711-4,25-44,Male,Black
14017,212640103,212640103-1,25-44,Male,Black
14018,212640103,212640103-2,25-44,Male,Black
14019,213335681,213335681-1,25-44,Male,Black Hispanic
14020,213529527,213529527-1,18-24,Male,Black
14021,213529527,213529527-2,18-24,Male,Black
14022,213748382,213748382-1,25-44,Male,Black
14023,214214864,214214864-1,<18,Male,White Hispanic
14024,214562241,214562241-1,18-24,Male,Black
14025,214562241,214562241-2,25-44,Male,Black
14026,214693505,214693505-1,45-64,Male,Black
14027,214693791,214693791-1,18-24,Male,Black
14028,214930493,214930493-1,25-44,Male,Black
14029,214948381,214948381-1,18-24,Male,Black
14030,214948381,214948381-2,18-24,Male,Black
14031,214948381,214948381-3,25-44,Male,Black
14032,215475757,215475757-1,45-64,Male,Black
14033,215871905,215871905-1,18-24,Male,Black
14034,215973094,215973094-1,25-44,Male,Black
14035,216458808,216458808-1,18-24,Male,Black
14036,216458808,216458808-2,18-24,Male,White Hispanic
14037,216646420,216646420-1,25-44,Male,Black
14038,217410680,217410680-1,45-64,Male,Black
14039,217663594,217663594-1,25-44,Male,Black
14040,217663594,217663594-2,25-44,Male,Black
14041,217987654,217987654-1,<18,Male,Black
14042,218321577,218321577-1,25-44,Male,Black
14043,218321577,218321577-2,18-24,Male,White Hispanic
14044,218418261,218418261-1,25-44,Male,Black
14045,218559951,218559951-1,18-24,Male,Black
14046,218560117,218560117-1,25-44,Male,Black Hispanic
14047,218560117,218560117-2,25-44,Male,Black Hispanic
14048,218777492,218777492-1,25-44,Female,Black
14049,218777494,218777494-1,18-24,Male,Black Hispanic
14050,219293605,219293605-1,25-44,Male,White Hispanic
14051,219293605,219293605-2,18-24,Male,White Hispanic
14052,219560150,219560150-1,25-44,Male,White Hispanic
14053,220002825,220002825-1,25-44,Male,White Hispanic
14054,220002825,220002825-2,25-44,Male,White Hispanic
14055,220002825,220002825-3,18-24,Male,White Hispanic
14056,220154694,220154694-1,18-24,Male,Black
14057,220154694,220154694-2,18-24,Male,Black
14058,220162518,220162518-1,18-24,Male,Black Hispanic
